
<<START>>,<<FMS_COUNTERPARTY_BU_TAX>>,,, 	(17-FEB-2025 17:24:09)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,ENTITY,STAT_NM,TIMESTAMP
SGS,2,S,PAN No.-G, 	(17-FEB-2025 17:24:09)
JBB,2,S,PAN No.-G, 	(17-FEB-2025 17:24:09)
SSAPL,2,S,PAN No.-G, 	(17-FEB-2025 17:24:09)
JBB,2,V,PAN No.-G, 	(17-FEB-2025 17:24:09)
BOXCO,2,H,PAN No.-G, 	(17-FEB-2025 17:24:09)
JMB,2,H,PAN No.-G, 	(17-FEB-2025 17:24:09)
SLPL,2,H,PAN No.-G, 	(17-FEB-2025 17:24:09)
SLPL,2,H,PAN No.-G, 	(17-FEB-2025 17:24:09)

TOTAL DATA EXTRACTED :,8,,, 	(17-FEB-2025 17:24:09)
 
<<END>>,<<FMS_COUNTERPARTY_BU_TAX>>,,, 	(17-FEB-2025 17:24:09)
 
