
<<START>>,<<FMS_ENTITY_BU_SVC_TAX_DTL>>,,,, 	(25-FEB-2025 12:43:40)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,ENTITY,PLANT_SEQ_NO,TAX_STRUCT_CD,TIMESTAMP
JMB,1,C,1,5, 	(25-FEB-2025 12:43:40)
JMB,1,C,1,6, 	(25-FEB-2025 12:43:40)
BOXCO,2,C,1,6, 	(25-FEB-2025 12:43:40)
JBB,2,S,1,6, 	(25-FEB-2025 12:43:40)
JBB,2,S,1,6, 	(25-FEB-2025 12:43:40)
JBB,2,S,1,9, 	(25-FEB-2025 12:43:40)
SSAPL,3,S,1,9, 	(25-FEB-2025 12:43:40)
SLPL,4,C,1,15, 	(25-FEB-2025 12:43:40)

TOTAL DATA EXTRACTED :,8,,,, 	(25-FEB-2025 12:43:40)
 
<<END>>,<<FMS_ENTITY_BU_SVC_TAX_DTL>>,,,, 	(25-FEB-2025 12:43:40)
 
