
<<START>>,<<FMS_SUPPLY_CONT_MST(DLNG)>>,, 	(14-SEP-2025 12:45:07)
2,MINDA,1,0,4,1,F,BIPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,4,1,F,OGIPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,4,1,F,DEMasPl, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,4,1,F,ICS, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,4,1,F,ETS, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,4,1,F,GGS, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,4,1,F,GPLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,4,1,F,RR, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,4,1,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,4,1,F,NCA, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,4,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,5,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,5,0,F,NCA, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,5,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,5,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,5,1,F,NCA, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,5,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,6,0,F,ETS, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,6,0,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,6,0,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,6,0,F,NCA, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,6,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,6,1,F,ETS, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,6,1,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,6,1,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,6,1,F,NCA, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,6,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,7,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,7,0,F,GPLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,7,0,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,7,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,7,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,7,1,F,GPLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,7,1,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,7,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,8,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,8,0,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,8,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,8,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,8,1,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,8,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,9,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,9,0,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,9,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,9,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,9,1,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,9,1,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,10,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,10,0,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,10,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,11,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,MINDA,1,0,11,0,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,11,0,F,NCA, 	(14-SEP-2025 12:45:11)
2,MINDA,1,0,11,0,F,ETS, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,1,0,F,CEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,1,1,F,CEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,2,0,F,CGEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,2,0,F,CEPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,2,0,F,CGEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,2,1,F,CGEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,2,1,F,CEPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,2,1,F,CGEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,2,2,F,CGEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,2,2,F,CEPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,2,2,F,CGEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,3,0,F,TaRLPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,ETS, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,GGS, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,NCA, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,KRL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,ICS, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,GPLPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,BIPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,RR, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,CGEPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,OGIPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,0,F,DEMasPl, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,3,0,F,CGEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,3,1,F,TaRLPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,ETS, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,GGS, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,NCA, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,KRL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,ICS, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,GPLPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,BIPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,RR, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,CGEPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,OGIPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,LEIPL,1,0,3,1,F,DEMasPl, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,LEIPL,1,0,3,1,F,CGEPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,1,0,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,1,0,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,1,1,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,1,1,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,1,2,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,1,2,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,2,0,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,2,0,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,2,1,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,2,1,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,2,2,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,SCHOTT,1,0,2,2,F,OGIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,1,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,1,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,1,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,1,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,2,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,2,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,2,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,2,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,3,0,F,CGEPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,DEMasPl, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,TaRLPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,GGS, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,KRL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,ICS, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,RR, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,OGIPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,ETS, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,NCA, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,BIPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,0,F,GPLPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,3,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,3,1,F,CGEPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,CGFaLPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,DEMasPl, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,TaRLPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,GGS, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,KRL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,ICS, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,RR, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,OGIPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,ETS, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,NCA, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,BIPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,3,1,F,GPLPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,3,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,4,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,4,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,4,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,4,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,5,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,5,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,6,0,F,BIPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,6,0,F,GPLPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,6,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,7,0,F,GPLPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,7,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,7,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,8,0,F,GPLPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,8,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,8,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,9,0,F,GPLPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,9,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,9,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,9,1,F,GPLPL, 	(14-SEP-2025 12:45:11)
2,BIPL,1,0,9,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,BIPL,1,0,9,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,EXXARO,1,0,1,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,EXXARO,1,0,1,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,EXXARO,1,0,1,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,EXXARO,1,0,1,1,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TRANSPORTER_CD,TIMESTAMP,
2,EXXARO,1,0,2,0,F,BIPL, 	(14-SEP-2025 12:45:11)
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,TIMESTAMP,
2,EXXARO,1,0,2,0,F,BIPL, 	(14-SEP-2025 12:45:11)
