
<<START>>,<<FMS_SAC_MST>>, 	(25-FEB-2025 18:52:03)
 
SAC_CODE,TIMESTAMP
999799, 	(25-FEB-2025 18:52:04)
998519, 	(25-FEB-2025 18:52:07)
998599, 	(25-FEB-2025 18:52:09)
996511, 	(25-FEB-2025 18:52:11)
998212, 	(25-FEB-2025 18:52:15)
998397, 	(25-FEB-2025 18:52:21)
996521, 	(25-FEB-2025 18:52:31)
999119, 	(25-FEB-2025 18:52:43)
998719, 	(25-FEB-2025 18:53:19)
996812, 	(25-FEB-2025 18:53:58)
998439, 	(25-FEB-2025 18:54:27)
998431, 	(25-FEB-2025 18:54:47)
