

<<START>>,<<FMS_LTCORA_CONT_LIABILITY>>,,, 	(04-JUN-2025 10:19:03)
 
COUNTERPARTY_ABBR,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,

TOTAL DATA EXTRACTED :,0 ,,, 	(04-JUN-2025 10:19:03)
 
<<END>>,<<FMS_LTCORA_CONT_LIABILITY>>,,, 	(04-JUN-2025 10:19:03)
 
<<START>>,<<FMS_LTCORA_CONT_BILLING_DTL>>,,,, 	(04-JUN-2025 10:19:15)
 
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
1,C,A,1,0,2,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,2,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,2,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,2,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,2,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,2,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,2,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,2,0,O, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
4,C,A,1,0,12016,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
20,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
20,C,A,1,0,4,0,O, 	(04-JUN-2025 10:19:15)
20,C,A,1,0,4,0,O, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,3,0,O, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
33,C,A,1,0,12017,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
33,C,A,2,0,12017,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,5,0,90519,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,2,0,12017,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
33,C,A,3,0,12017,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,3,0,12017,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,5,0,32019,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
33,C,A,8,0,12019,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,5,0,12019,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,5,0,60519,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,5,0,70519,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
1,C,A,1,0,1,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,1,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,1,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,1,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,1,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,1,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,1,0,O, 	(04-JUN-2025 10:19:15)
1,C,A,1,0,1,0,O, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
4,C,A,2,0,12018,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
20,C,A,1,0,2,0,O, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
33,C,A,5,0,12017,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,4,0,12018,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
4,C,A,3,0,12018,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
20,C,A,1,0,8,0,O, 	(04-JUN-2025 10:19:15)
20,C,A,1,0,8,0,O, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,5,0,22019,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
33,C,A,11,0,11119,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,1,0,12015,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
20,C,A,1,0,6,0,O, 	(04-JUN-2025 10:19:15)
20,C,A,1,0,6,0,O, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,5,0,40519,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
33,C,A,7,0,12018,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
3,C,A,5,0,50519,0,Q, 	(04-JUN-2025 10:19:15)
COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP,
33,C,A,12,0,11219,0,Q, 	(04-JUN-2025 10:19:15)
