
<<START>>,<<FMS_SECURITY_DEAL_MAP>>,,,,, 	(18-JUL-2025 16:11:36)
34,,1,16,K,S, 	(18-JUL-2025 16:11:38)
34,,1,17,K,S, 	(18-JUL-2025 16:11:38)
34,,1,18,K,S, 	(18-JUL-2025 16:11:38)
34,,1,19,K,S, 	(18-JUL-2025 16:11:38)
34,,1,20,K,S, 	(18-JUL-2025 16:11:38)
34,,1,12,K,S, 	(18-JUL-2025 16:11:38)
34,,1,12,K,S, 	(18-JUL-2025 16:11:38)
34,,1,11,K,S, 	(18-JUL-2025 16:11:38)
34,,1,15,K,S, 	(18-JUL-2025 16:11:38)
34,,1,21,K,S, 	(18-JUL-2025 16:11:38)
34,,1,0,K,L, 	(18-JUL-2025 16:11:38)
34,,1,0,K,L, 	(18-JUL-2025 16:11:38)
35,,1,17,K,S, 	(18-JUL-2025 16:11:38)
35,,1,16,K,S, 	(18-JUL-2025 16:11:38)
37,,1,11,K,S, 	(18-JUL-2025 16:11:38)
37,,1,11,K,S, 	(18-JUL-2025 16:11:38)
37,,1,11,K,S, 	(18-JUL-2025 16:11:38)
37,,1,11,K,S, 	(18-JUL-2025 16:11:38)
37,,1,15,K,S, 	(18-JUL-2025 16:11:38)
37,,1,15,K,S, 	(18-JUL-2025 16:11:38)
37,,1,14,K,S, 	(18-JUL-2025 16:11:38)
37,,1,14,K,S, 	(18-JUL-2025 16:11:38)
37,,1,12,K,S, 	(18-JUL-2025 16:11:38)
37,,1,12,K,S, 	(18-JUL-2025 16:11:38)
37,,1,13,K,S, 	(18-JUL-2025 16:11:38)
37,,1,16,K,S, 	(18-JUL-2025 16:11:38)
37,,1,17,K,S, 	(18-JUL-2025 16:11:38)
38,,1,2,K,S, 	(18-JUL-2025 16:11:38)
38,,1,2,K,S, 	(18-JUL-2025 16:11:38)
38,,1,2,K,S, 	(18-JUL-2025 16:11:38)
38,,1,2,K,S, 	(18-JUL-2025 16:11:38)
38,,1,3,K,S, 	(18-JUL-2025 16:11:38)
38,,1,3,K,S, 	(18-JUL-2025 16:11:38)
38,,1,5,K,S, 	(18-JUL-2025 16:11:38)
38,,1,5,K,S, 	(18-JUL-2025 16:11:38)
38,,1,1,K,S, 	(18-JUL-2025 16:11:38)
38,,1,1,K,S, 	(18-JUL-2025 16:11:38)
38,,1,4,K,S, 	(18-JUL-2025 16:11:38)
38,,1,7,K,S, 	(18-JUL-2025 16:11:38)
38,,1,7,K,S, 	(18-JUL-2025 16:11:38)
38,,1,8,K,S, 	(18-JUL-2025 16:11:38)
38,,1,9,K,S, 	(18-JUL-2025 16:11:38)
38,,1,6,K,S, 	(18-JUL-2025 16:11:38)
38,,1,6,K,S, 	(18-JUL-2025 16:11:38)
38,,1,6,K,S, 	(18-JUL-2025 16:11:38)
39,,1,1,K,S, 	(18-JUL-2025 16:11:38)
39,,1,1,K,S, 	(18-JUL-2025 16:11:38)
39,,1,5,K,S, 	(18-JUL-2025 16:11:38)
39,,1,5,K,S, 	(18-JUL-2025 16:11:38)
39,,1,5,K,S, 	(18-JUL-2025 16:11:38)
39,,1,5,K,S, 	(18-JUL-2025 16:11:38)
39,,1,5,K,S, 	(18-JUL-2025 16:11:38)
39,,1,5,K,S, 	(18-JUL-2025 16:11:38)
39,,1,4,K,S, 	(18-JUL-2025 16:11:38)
39,,1,4,K,S, 	(18-JUL-2025 16:11:38)
39,,1,6,K,S, 	(18-JUL-2025 16:11:38)
39,,1,9,K,S, 	(18-JUL-2025 16:11:38)
39,,1,10,K,S, 	(18-JUL-2025 16:11:38)
39,,1,11,K,S, 	(18-JUL-2025 16:11:38)
39,,1,7,K,S, 	(18-JUL-2025 16:11:38)
39,,1,7,K,S, 	(18-JUL-2025 16:11:38)
39,,1,8,K,S, 	(18-JUL-2025 16:11:38)
39,,1,8,K,S, 	(18-JUL-2025 16:11:38)
39,,1,8,K,S, 	(18-JUL-2025 16:11:38)
39,,1,8,K,S, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
40,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
41,,1,0,K,L, 	(18-JUL-2025 16:11:38)
42,,1,2,K,S, 	(18-JUL-2025 16:11:38)
42,,1,2,K,S, 	(18-JUL-2025 16:11:38)
42,,1,2,K,S, 	(18-JUL-2025 16:11:38)
42,,1,1,K,S, 	(18-JUL-2025 16:11:38)
44,,1,0,K,L, 	(18-JUL-2025 16:11:38)
44,,1,0,K,L, 	(18-JUL-2025 16:11:38)
44,,1,0,K,L, 	(18-JUL-2025 16:11:38)
44,,1,0,K,L, 	(18-JUL-2025 16:11:38)
44,,1,0,K,L, 	(18-JUL-2025 16:11:38)
45,,1,6,K,S, 	(18-JUL-2025 16:11:38)
45,,1,4,K,S, 	(18-JUL-2025 16:11:38)
45,,1,5,K,S, 	(18-JUL-2025 16:11:38)
45,,1,7,K,S, 	(18-JUL-2025 16:11:38)
45,,1,10,K,S, 	(18-JUL-2025 16:11:38)
45,,1,10,K,S, 	(18-JUL-2025 16:11:38)
45,,1,9,K,S, 	(18-JUL-2025 16:11:38)
45,,1,9,K,S, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,1,K,L, 	(18-JUL-2025 16:11:38)
47,,1,1,K,L, 	(18-JUL-2025 16:11:38)
47,,1,1,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
47,,1,0,K,L, 	(18-JUL-2025 16:11:38)
54,,1,2,K,S, 	(18-JUL-2025 16:11:38)
54,,1,5,K,S, 	(18-JUL-2025 16:11:38)
54,,1,3,K,S, 	(18-JUL-2025 16:11:38)
54,,1,3,K,S, 	(18-JUL-2025 16:11:38)
54,,1,3,K,S, 	(18-JUL-2025 16:11:38)
54,,1,1,K,S, 	(18-JUL-2025 16:11:38)
54,,1,1,K,S, 	(18-JUL-2025 16:11:38)
54,,1,4,K,S, 	(18-JUL-2025 16:11:38)
54,,1,4,K,S, 	(18-JUL-2025 16:11:38)
57,,1,2,K,S, 	(18-JUL-2025 16:11:38)
57,,1,1,K,S, 	(18-JUL-2025 16:11:38)
57,,1,3,K,S, 	(18-JUL-2025 16:11:38)
57,,1,4,K,S, 	(18-JUL-2025 16:11:38)
58,,1,2,K,S, 	(18-JUL-2025 16:11:38)
58,,1,2,K,S, 	(18-JUL-2025 16:11:38)
58,,1,1,K,S, 	(18-JUL-2025 16:11:38)
58,,1,6,K,S, 	(18-JUL-2025 16:11:38)
58,,1,5,K,S, 	(18-JUL-2025 16:11:38)
58,,1,5,K,S, 	(18-JUL-2025 16:11:38)
58,,1,5,K,S, 	(18-JUL-2025 16:11:38)
58,,1,5,K,S, 	(18-JUL-2025 16:11:38)
58,,1,4,K,S, 	(18-JUL-2025 16:11:38)
68,,1,1,K,S, 	(18-JUL-2025 16:11:38)
70,,1,1,K,S, 	(18-JUL-2025 16:11:38)
70,,1,1,K,S, 	(18-JUL-2025 16:11:38)
70,,1,2,K,S, 	(18-JUL-2025 16:11:38)
70,,1,3,K,S, 	(18-JUL-2025 16:11:38)
70,,1,3,K,S, 	(18-JUL-2025 16:11:38)
70,,1,3,K,S, 	(18-JUL-2025 16:11:38)
70,,1,4,K,S, 	(18-JUL-2025 16:11:38)
70,,1,4,K,S, 	(18-JUL-2025 16:11:38)
70,,1,4,K,S, 	(18-JUL-2025 16:11:38)
70,,1,4,K,S, 	(18-JUL-2025 16:11:38)
70,,1,7,K,S, 	(18-JUL-2025 16:11:38)
70,,1,8,K,S, 	(18-JUL-2025 16:11:38)
70,,1,8,K,S, 	(18-JUL-2025 16:11:38)
71,,1,2,K,S, 	(18-JUL-2025 16:11:38)
71,,1,2,K,S, 	(18-JUL-2025 16:11:38)
71,,1,2,K,S, 	(18-JUL-2025 16:11:38)
71,,1,3,K,S, 	(18-JUL-2025 16:11:38)
71,,1,5,K,S, 	(18-JUL-2025 16:11:38)
71,,1,1,K,S, 	(18-JUL-2025 16:11:38)
71,,1,4,K,S, 	(18-JUL-2025 16:11:38)
71,,1,6,K,S, 	(18-JUL-2025 16:11:38)
71,,1,6,K,S, 	(18-JUL-2025 16:11:38)
72,,1,1,K,S, 	(18-JUL-2025 16:11:38)
72,,1,3,K,S, 	(18-JUL-2025 16:11:38)
72,,1,4,K,S, 	(18-JUL-2025 16:11:38)
72,,1,2,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,1,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
72,,1,0,K,L, 	(18-JUL-2025 16:11:38)
78,,1,1,K,L, 	(18-JUL-2025 16:11:38)
78,,1,0,K,L, 	(18-JUL-2025 16:11:38)
78,,1,0,K,L, 	(18-JUL-2025 16:11:38)
78,,1,0,K,L, 	(18-JUL-2025 16:11:38)
78,,1,0,K,L, 	(18-JUL-2025 16:11:38)
78,,1,0,K,L, 	(18-JUL-2025 16:11:38)
78,,1,1,K,L, 	(18-JUL-2025 16:11:38)
110,,1,2,K,S, 	(18-JUL-2025 16:11:38)
110,,1,3,K,S, 	(18-JUL-2025 16:11:38)
110,,1,1,K,S, 	(18-JUL-2025 16:11:38)
111,,1,4,K,S, 	(18-JUL-2025 16:11:38)
111,,1,5,K,S, 	(18-JUL-2025 16:11:38)
111,,1,5,K,S, 	(18-JUL-2025 16:11:38)
111,,1,2,K,S, 	(18-JUL-2025 16:11:38)
111,,1,1,K,S, 	(18-JUL-2025 16:11:38)
111,,1,3,K,S, 	(18-JUL-2025 16:11:38)
112,,1,2,K,S, 	(18-JUL-2025 16:11:38)
112,,1,3,K,S, 	(18-JUL-2025 16:11:38)
112,,1,1,K,S, 	(18-JUL-2025 16:11:38)
112,,1,1,K,S, 	(18-JUL-2025 16:11:38)
112,,1,1,K,S, 	(18-JUL-2025 16:11:38)
112,,1,1,K,S, 	(18-JUL-2025 16:11:38)
115,,1,3,K,S, 	(18-JUL-2025 16:11:38)
115,,1,4,K,S, 	(18-JUL-2025 16:11:38)
115,,1,6,K,S, 	(18-JUL-2025 16:11:38)
115,,1,8,K,S, 	(18-JUL-2025 16:11:38)
115,,1,7,K,S, 	(18-JUL-2025 16:11:38)
115,,1,1,K,S, 	(18-JUL-2025 16:11:38)
115,,1,2,K,S, 	(18-JUL-2025 16:11:38)
115,,1,2,K,S, 	(18-JUL-2025 16:11:38)
115,,1,9,K,S, 	(18-JUL-2025 16:11:38)
115,,1,5,K,S, 	(18-JUL-2025 16:11:38)
116,,1,1,K,S, 	(18-JUL-2025 16:11:38)
116,,1,3,K,S, 	(18-JUL-2025 16:11:38)
116,,1,2,K,S, 	(18-JUL-2025 16:11:38)
116,,1,0,K,L, 	(18-JUL-2025 16:11:38)
116,,1,0,K,L, 	(18-JUL-2025 16:11:38)
116,,1,0,K,L, 	(18-JUL-2025 16:11:38)
116,,1,0,K,L, 	(18-JUL-2025 16:11:39)
119,,1,1,K,S, 	(18-JUL-2025 16:11:39)
119,,1,2,K,S, 	(18-JUL-2025 16:11:39)
119,,1,3,K,S, 	(18-JUL-2025 16:11:39)
128,,1,2,K,S, 	(18-JUL-2025 16:11:39)
128,,1,3,K,S, 	(18-JUL-2025 16:11:39)
130,,1,2,K,S, 	(18-JUL-2025 16:11:39)
130,,1,4,K,S, 	(18-JUL-2025 16:11:39)
130,,1,1,K,S, 	(18-JUL-2025 16:11:39)
130,,1,5,K,S, 	(18-JUL-2025 16:11:39)
130,,1,6,K,S, 	(18-JUL-2025 16:11:39)
130,,1,6,K,S, 	(18-JUL-2025 16:11:39)
132,,1,0,K,L, 	(18-JUL-2025 16:11:39)
132,,1,0,K,L, 	(18-JUL-2025 16:11:39)
132,,1,0,K,L, 	(18-JUL-2025 16:11:39)
132,,1,0,K,L, 	(18-JUL-2025 16:11:39)
132,,1,0,K,L, 	(18-JUL-2025 16:11:39)
132,,1,0,K,L, 	(18-JUL-2025 16:11:39)
132,,1,0,K,L, 	(18-JUL-2025 16:11:39)
132,,1,1,K,L, 	(18-JUL-2025 16:11:39)
132,,1,0,K,L, 	(18-JUL-2025 16:11:39)
133,,1,0,K,L, 	(18-JUL-2025 16:11:39)
133,,1,0,K,L, 	(18-JUL-2025 16:11:39)
133,,1,0,K,L, 	(18-JUL-2025 16:11:39)
133,,1,0,K,L, 	(18-JUL-2025 16:11:39)
133,,1,0,K,L, 	(18-JUL-2025 16:11:39)
133,,1,0,K,L, 	(18-JUL-2025 16:11:39)
133,,1,0,K,L, 	(18-JUL-2025 16:11:39)
134,,1,1,K,S, 	(18-JUL-2025 16:11:39)
134,,1,2,K,S, 	(18-JUL-2025 16:11:39)
134,,1,3,K,S, 	(18-JUL-2025 16:11:39)
135,,1,0,K,L, 	(18-JUL-2025 16:11:39)
135,,1,0,K,L, 	(18-JUL-2025 16:11:39)
135,,1,0,K,L, 	(18-JUL-2025 16:11:39)
140,,1,0,K,L, 	(18-JUL-2025 16:11:39)
140,,1,0,K,L, 	(18-JUL-2025 16:11:39)
140,,1,0,K,L, 	(18-JUL-2025 16:11:39)
140,,1,0,K,L, 	(18-JUL-2025 16:11:39)
140,,1,0,K,L, 	(18-JUL-2025 16:11:39)
140,,1,0,K,L, 	(18-JUL-2025 16:11:39)
143,,1,2,K,S, 	(18-JUL-2025 16:11:39)
143,,1,1,K,S, 	(18-JUL-2025 16:11:39)
143,,1,3,K,S, 	(18-JUL-2025 16:11:39)
143,,1,4,K,S, 	(18-JUL-2025 16:11:39)
143,,1,4,K,S, 	(18-JUL-2025 16:11:39)
146,,1,2,K,S, 	(18-JUL-2025 16:11:39)
146,,1,1,K,S, 	(18-JUL-2025 16:11:39)
155,,1,0,K,L, 	(18-JUL-2025 16:11:39)
160,,1,0,K,L, 	(18-JUL-2025 16:11:39)
160,,1,0,K,L, 	(18-JUL-2025 16:11:39)
160,,1,0,K,L, 	(18-JUL-2025 16:11:39)
184,,1,1,K,S, 	(18-JUL-2025 16:11:39)
209,,1,1,K,S, 	(18-JUL-2025 16:11:39)
209,,1,1,K,S, 	(18-JUL-2025 16:11:39)
238,,1,1,K,S, 	(18-JUL-2025 16:11:39)
238,,1,1,K,S, 	(18-JUL-2025 16:11:39)
238,,1,2,K,S, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
239,,1,0,K,L, 	(18-JUL-2025 16:11:39)
241,,1,1,K,S, 	(18-JUL-2025 16:11:39)
241,,1,2,K,S, 	(18-JUL-2025 16:11:39)
241,,1,3,K,S, 	(18-JUL-2025 16:11:39)
245,,1,0,K,L, 	(18-JUL-2025 16:11:39)
269,,1,2,K,S, 	(18-JUL-2025 16:11:39)
269,,1,6,K,S, 	(18-JUL-2025 16:11:39)
269,,1,5,K,S, 	(18-JUL-2025 16:11:39)
269,,1,1,K,S, 	(18-JUL-2025 16:11:39)
269,,1,7,K,S, 	(18-JUL-2025 16:11:39)
269,,1,8,K,S, 	(18-JUL-2025 16:11:39)
269,,1,9,K,S, 	(18-JUL-2025 16:11:39)
269,,1,3,K,S, 	(18-JUL-2025 16:11:39)
269,,1,4,K,S, 	(18-JUL-2025 16:11:39)
274,,1,1,K,S, 	(18-JUL-2025 16:11:39)
274,,1,1,K,S, 	(18-JUL-2025 16:11:39)
275,,1,3,K,S, 	(18-JUL-2025 16:11:39)
275,,1,4,K,S, 	(18-JUL-2025 16:11:39)
275,,1,4,K,S, 	(18-JUL-2025 16:11:39)
275,,1,1,K,S, 	(18-JUL-2025 16:11:39)
275,,1,2,K,S, 	(18-JUL-2025 16:11:39)
291,,1,1,K,S, 	(18-JUL-2025 16:11:39)
291,,1,2,K,S, 	(18-JUL-2025 16:11:39)

TOTAL DATA EXTRACTED :,646,,,,,  	(18-JUL-2025 16:11:39)
 
<<END>>,<<FMS_SECURITY_MST(S)>>,,,,, 	(18-JUL-2025 16:11:39)
 
