
<<START>>,<<FMS_PRODUCT_MST>>, 	(25-FEB-2025 12:44:58)
 
PROD_CD,PROD_ABBR,TIMESTAMP
1,LNG, 	(25-FEB-2025 12:44:58)
2,RLNG, 	(25-FEB-2025 12:44:58)
201,ImpLNG, 	(25-FEB-2025 12:44:58)
202,ITankPur, 	(25-FEB-2025 12:44:58)
203,TP(RLNG), 	(25-FEB-2025 12:44:58)
301,IGX(DOMG) , 	(25-FEB-2025 12:44:58)
302,D6(DOMG), 	(25-FEB-2025 12:44:58)
303,CBM(DOMG), 	(25-FEB-2025 12:44:58)
304,ONGC Gas , 	(25-FEB-2025 12:44:58)
305,SEMTIPL(DOMG) , 	(25-FEB-2025 12:44:58)
306,RIL(DOMG), 	(25-FEB-2025 12:44:58)
307,BP(DOMG), 	(25-FEB-2025 12:44:58)
308,HPCL(DOMG) , 	(25-FEB-2025 12:44:58)
309,AMNS(DOMG), 	(25-FEB-2025 12:44:58)
3,DOMG, 	(25-FEB-2025 12:44:58)
310,D6(DOMG-CAP), 	(25-FEB-2025 12:44:58)
311,IGX(DOMG-CAP) , 	(25-FEB-2025 12:44:58)

TOTAL DATA EXTRACTED :,17,  	(25-FEB-2025 12:44:58)
 
<<END>>,<<FMS_PRODUCT_MST>>, 	(25-FEB-2025 12:44:58)
 
