
<<START>>,<<FMS_TRADER_CN_MST>>, 	(10-APR-2025 09:57:03)
 
CD,AGMT_TYPE,AGMT_NO,AGMR_REV,CONT_TYPE,CONT_NO,CONT_REV,TIMESTAMP
252, M ,2, 0 , N ,725001, 0 , 	(10-APR-2025 09:57:04)
252, M ,3, 0 , N ,725002, 0 , 	(10-APR-2025 09:57:04)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 09:57:05)
 
<<END>>,<<FMS_TRADER_CN_MST>>, 	(10-APR-2025 09:57:05)
 
<<START>>,<<FMS_CARGO_SVC_CONT_MST>>, 	(10-APR-2025 09:57:05)
 
CD,ENTITY_TYPE,CONT_NO,CONT_TYPE,TIMESTAMP

TOTAL DATA EXTRACTED :,0,  	(10-APR-2025 09:57:05)
 
<<END>>,<<FMS_CARGO_SVC_CONT_MST>>, 	(10-APR-2025 09:57:05)
 
<<START>>,<<FMS_TRADER_CARGO_MST>>, 	(10-APR-2025 09:57:27)
 
ABBR,MAN_CD,AGMT_TYPE,AGMT_NO,AGMR_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,TIMESTAMP
SITMEFZ,25009, M ,1, 0 , N ,725001, 0 ,1, 	(10-APR-2025 09:57:28)
SITMEFZ,25015, M ,2, 0 , N ,725002, 0 ,1, 	(10-APR-2025 09:57:28)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 09:57:28)
 
<<END>>,<<FMS_TRADER_CARGO_MST>>, 	(10-APR-2025 09:57:28)
 
<<START>>,<<FMS_SECURITY_DEAL_MAP>>, 	(10-APR-2025 09:57:28)
 
ABBR,MAN_CD,SEQ_NO,MAP_SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
SITMEFZ,25009,1, 1 , 0 , K , 	(10-APR-2025 09:57:29)
SITMEFZ,25015,2, 1 , 0 , K , 	(10-APR-2025 09:57:29)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 09:57:30)
 
<<END>>,<<FMS_SECURITY_DEAL_MAP>>, 	(10-APR-2025 09:57:30)
 
<<START>>,<<FMS_SECURITY_MST1>>, 	(10-APR-2025 09:57:30)
 
ABBR,MAN_CD,SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
SITMEFZ,25009,1,0, K , 	(10-APR-2025 09:57:31)
SITMEFZ,25015,2,0, K , 	(10-APR-2025 09:57:31)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 09:57:31)
 
<<END>>,<<FMS_SECURITY_MST1>>, 	(10-APR-2025 09:57:31)
 
<<START>>,<<FMS_CONT_PRICE_DTL>>,, 	(10-APR-2025 09:57:31)
 
CARGO_REF_CD,CONT_TYPE,SEQ_NO,TIMESTAMP
25001, N ,1, 	(10-APR-2025 09:57:32)
25003, N ,1, 	(10-APR-2025 09:57:32)

TOTAL DATA EXTRACTED :,2,,  	(10-APR-2025 09:57:32)
 
<<END>>,<<FMS_CONT_PRICE_DTL>>,, 	(10-APR-2025 09:57:32)
 
<<START>>,<<FMS_CONT_PRICE_MIN_DTL>>,,, 	(10-APR-2025 09:57:32)
 
CARGO_REF_CD,CONT_TYPE,SEQ_NO,CURVE_NM,TIMESTAMP

TOTAL DATA EXTRACTED :,0,,,  	(10-APR-2025 09:57:33)
 
<<END>>,<<FMS_CONT_PRICE_MIN_DTL>>,,, 	(10-APR-2025 09:57:33)
 
<<START>>,<<FMS_CARGO_SVC_CONT_SVC_BU>>, 	(10-APR-2025 09:57:33)
 
CD,CONT_NO,CONT_TYPE,PLANT_SEQ_NO,TIMESTAMP

TOTAL DATA EXTRACTED :,0,  	(10-APR-2025 09:57:33)
 
<<END>>,<<FMS_CARGO_SVC_CONT_SVC_BU>>, 	(10-APR-2025 09:57:33)
 
