
<<START>>,<<FMS_PUR_SG_INV_MST>>,,, 	(08-SEP-2025 14:41:31)
19027,NA,21/08/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19028,NA,02/09/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19028,NA,02/09/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19027,941075,07/09/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19028,941733,23/09/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19027,null,27/08/2020 00:00:00,rounding off,2019-2020,N, 	(08-SEP-2025 14:41:36)
19028,null,15/09/2020 00:00:00,rounding off,2019-2020,N, 	(08-SEP-2025 14:41:36)
19029,NA,30/09/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19029,NA,30/09/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19030,NA,23/10/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19030,NA,23/10/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19029,942496,12/10/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19030,943367,02/11/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19029,null,09/10/2020 00:00:00,rounding off,2019-2020,N, 	(08-SEP-2025 14:41:36)
19030,null,27/10/2020 00:00:00,rounding off,2019-2020,N, 	(08-SEP-2025 14:41:36)
19032,NA,16/11/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19032,NA,16/11/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19032,944782,04/12/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19032,null,25/11/2020 00:00:00,Rounding Off,2019-2020,N, 	(08-SEP-2025 14:41:36)
19031,NA,05/11/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19031,NA,05/11/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19031,944342,24/11/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19031,null,13/11/2020 00:00:00,Rounded off,2019-2020,N, 	(08-SEP-2025 14:41:36)
19003,-,28/04/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19003,-,28/04/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19003,922059,10/05/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19003,null,02/05/2019 00:00:00,rounded off,2019-2020,N, 	(08-SEP-2025 14:41:36)
19003,null,27/05/2019 00:00:00,BL qtya nd unloaded qty remains same so no final duty payment required.,2019-2020,N, 	(08-SEP-2025 14:41:36)
19004,-,16/05/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19004,-,16/05/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19004,922704,28/05/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19004,null,17/05/2019 00:00:00,rounded off,2019-2020,N, 	(08-SEP-2025 14:41:36)
19004,null,30/05/2019 00:00:00,no change in quantity,2019-2020,N, 	(08-SEP-2025 14:41:36)
19008,924904,30/07/2019 00:00:00,provisional invoice for partial cargo,2019-2020,N, 	(08-SEP-2025 14:41:36)
19008,924904,30/07/2019 00:00:00,provisional invoice for partial cargo,2019-2020,N, 	(08-SEP-2025 14:41:36)
19008,924904-925770,20/08/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19008,2027917580,25/07/2019 00:00:00,no difference,2019-2020,N, 	(08-SEP-2025 14:41:36)
19008,null,30/07/2019 00:00:00,ROUNDED OFF,2019-2020,N, 	(08-SEP-2025 14:41:36)
19013,na,24/10/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19013,na,24/10/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19013,928717,08/11/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19013,null,04/11/2019 00:00:00,nil,2019-2020,N, 	(08-SEP-2025 14:41:36)
19013,null,04/11/2019 00:00:00,nil,2019-2020,N, 	(08-SEP-2025 14:41:36)
20007,NA,23/03/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
20007,NA,23/03/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
20007,934428,31/03/2020 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
20007,null,26/03/2020 00:00:00,CD rounded ,2019-2020,N, 	(08-SEP-2025 14:41:36)
20007,null,26/03/2020 00:00:00,rounded,2019-2020,N, 	(08-SEP-2025 14:41:36)
19011,na,01/10/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19011,na,01/10/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19011,927745,10/10/2019 00:00:00,null,2019-2020,N, 	(08-SEP-2025 14:41:36)
19011,null,04/10/2019 00:00:00,Rounded off,2019-2020,N, 	(08-SEP-2025 14:41:36)
19011,null,23/10/2019 00:00:00,rounded off,2019-2020,N, 	(08-SEP-2025 14:41:36)
21004,NA,22/03/2021 00:00:00,-,2020-2021,N, 	(08-SEP-2025 14:41:36)
21004,NA,22/03/2021 00:00:00,-,2020-2021,N, 	(08-SEP-2025 14:41:36)
21004,949567,30/03/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21004,2034325487,23/03/2021 00:00:00,Adjusted,2020-2021,N, 	(08-SEP-2025 14:41:36)
20011,NA,21/05/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20011,NA,21/05/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20011,937070,01/06/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20011,null,22/05/2020 00:00:00,rounded off,2020-2021,N, 	(08-SEP-2025 14:41:36)
20011,null,22/05/2020 00:00:00,rounded off,2020-2021,N, 	(08-SEP-2025 14:41:36)
20018,NA,22/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20018,NA,22/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20018,943349,02/11/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20018,null,26/10/2020 00:00:00,rounding off,2020-2021,N, 	(08-SEP-2025 14:41:36)
21002,NA,17/02/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21002,NA,17/02/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21002,948086,24/02/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21002,2033934627,19/02/2021 00:00:00,.,2020-2021,N, 	(08-SEP-2025 14:41:36)
20012,NA,16/05/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20012,NA,16/05/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20012,936885,26/05/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20012,null,19/05/2020 00:00:00,Rounding off,2020-2021,N, 	(08-SEP-2025 14:41:36)
20012,null,19/05/2020 00:00:00,rounded off,2020-2021,N, 	(08-SEP-2025 14:41:36)
20019,NA,02/11/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20019,NA,02/11/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20019,943758,10/11/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20019,null,03/11/2020 00:00:00,Rounded off,2020-2021,N, 	(08-SEP-2025 14:41:36)
21008,NA,06/05/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21008,NA,06/05/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21009,NA,27/05/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21009,NA,27/05/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21008,951605,19/05/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21009,952475,07/06/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21008,2034897443,10/05/2021 00:00:00,Adjusted,2020-2021,N, 	(08-SEP-2025 14:41:36)
21009,null,02/06/2021 00:00:00,Adjusted,2020-2021,N, 	(08-SEP-2025 14:41:36)
20020,NA,23/11/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20020,NA,23/11/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20020,944534,30/11/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20020,null,25/11/2020 00:00:00,Rounding Off,2020-2021,N, 	(08-SEP-2025 14:41:36)
21003,NA,01/03/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21003,NA,01/03/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21003,948549,05/03/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21003,2034065890,02/03/2021 00:00:00,-,2020-2021,N, 	(08-SEP-2025 14:41:36)
20025,NA,15/02/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20025,NA,15/02/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20026,NA,30/06/2021 00:00:00,-,2020-2021,N, 	(08-SEP-2025 14:41:36)
20026,NA,30/06/2021 00:00:00,-,2020-2021,N, 	(08-SEP-2025 14:41:36)
20027,NA,30/06/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20027,NA,30/06/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20025,948193,26/02/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20026,953840,06/07/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20027,953841,06/07/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20025,null,22/02/2021 00:00:00,.,2020-2021,N, 	(08-SEP-2025 14:41:36)
20026,2035510443,02/07/2021 00:00:00,Adjusted,2020-2021,N, 	(08-SEP-2025 14:41:36)
20027,2035510443,02/07/2021 00:00:00,Adjusted,2020-2021,N, 	(08-SEP-2025 14:41:36)
20021,NA,14/12/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20021,NA,14/12/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20021,945418,21/12/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20021,null,15/12/2020 00:00:00,rounding off,2020-2021,N, 	(08-SEP-2025 14:41:36)
20022,NA,14/12/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20022,NA,14/12/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20022,945748,29/12/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20022,null,22/12/2020 00:00:00,rounding off,2020-2021,N, 	(08-SEP-2025 14:41:36)
20017,NA,08/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20017,NA,08/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20017,942788,16/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20017,null,22/10/2020 00:00:00,Had to pay interest of 1327.99 in addition due to delay of receipt of BOE & CD filing due to custom system issue,2020-2021,N, 	(08-SEP-2025 14:41:36)
20013,NA,18/09/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20013,NA,18/09/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20014,NA,30/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20014,NA,30/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20015,NA,27/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20015,NA,27/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20016,NA,01/12/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20016,NA,01/12/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20013,942222,05/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20014,942851,19/10/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20015,944034,16/11/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20016,945203,14/12/2020 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
20013,null,24/09/2020 00:00:00,rounding off,2020-2021,N, 	(08-SEP-2025 14:41:36)
20014,null,14/10/2020 00:00:00,rounding off,2020-2021,N, 	(08-SEP-2025 14:41:36)
20015,null,04/11/2020 00:00:00,Rounded off,2020-2021,N, 	(08-SEP-2025 14:41:36)
20016,null,09/12/2020 00:00:00,rounding off,2020-2021,N, 	(08-SEP-2025 14:41:36)
21047,NA,06/05/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21047,NA,06/05/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21048,NA,30/06/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21048,NA,30/06/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21047,951606,19/05/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21048,953839,06/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21047,2034905530,10/05/2021 00:00:00,Adjusted,2021-2022,N, 	(08-SEP-2025 14:41:36)
21048,2035510443,02/07/2021 00:00:00,Adjusted,2021-2022,N, 	(08-SEP-2025 14:41:36)
21050,NA,30/06/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21050,NA,30/06/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21050,953838,06/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21050,2035510443,02/07/2021 00:00:00,Adjusted,2021-2022,N, 	(08-SEP-2025 14:41:36)
21053,NA,30/06/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21053,NA,30/06/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21053,953842,06/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21053,2035510443,02/07/2021 00:00:00,Adjusted,2021-2022,N, 	(08-SEP-2025 14:41:36)
21001,NA,11/02/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21001,NA,11/02/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21001,E211100126LNG,17/02/2021 00:00:00,null,2020-2021,N, 	(08-SEP-2025 14:41:36)
21001,2033839268,11/02/2021 00:00:00,Rounded off,2020-2021,N, 	(08-SEP-2025 14:41:36)
21055,EOS27595,26/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21055,EOS27595,26/07/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21055,E21110712LNG,02/08/2021 00:00:00,null,2021-2022,N, 	(08-SEP-2025 14:41:36)
21055,null,28/07/2021 00:00:00,Rounded off,2021-2022,N, 	(08-SEP-2025 14:41:36)
21052,null,null,null,2021-2022,N, 	(08-SEP-2025 14:41:37)
21052,null,null,null,2021-2022,N, 	(08-SEP-2025 14:41:37)
21052,null,null,null,2021-2022,N, 	(08-SEP-2025 14:41:37)
23007,84012025,06/03/2023 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:37)
23007,84012025,06/03/2023 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:37)
23007,984152,06/03/2023 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:37)
23011,84012029,10/04/2023 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:37)
23011,84012029,10/04/2023 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:37)
23011,986562,10/04/2023 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:37)
23010,PRX.22.25,24/03/2023 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:37)
23010,PRX.22.25,24/03/2023 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:37)
23010,985456,24/03/2023 00:00:00,null,2022-2023,N, 	(08-SEP-2025 14:41:37)
23015,PRX.23.01(B),28/04/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23015,PRX.23.01(B),28/04/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23015,987434,11/05/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23028,SIS-23-07,18/09/2023 00:00:00,Actual Proforma invoice amount is 21343278.09. Diff in value is due to rounding and Weighted average of price,2023-2024,N, 	(08-SEP-2025 14:41:37)
23028,SIS-23-07,18/09/2023 00:00:00,Actual Proforma invoice amount is 21343278.09. Diff in value is due to rounding and Weighted average of price,2023-2024,N, 	(08-SEP-2025 14:41:37)
23028,998116,04/10/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23035,CS1.23.47,17/11/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23035,CS1.23.47,17/11/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23034,EQG.23.01 (a),23/11/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23034,EQG.23.01 (a),23/11/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23035,1002538,17/11/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23034,1002540,23/11/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23035,null,20/11/2023 00:00:00,Rounding off,2023-2024,N, 	(08-SEP-2025 14:41:37)
23034,null,20/11/2023 00:00:00,Rounding off,2023-2024,N, 	(08-SEP-2025 14:41:37)
24002,176011181,22/03/2024 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
24002,176011181,22/03/2024 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
24002,1013981,17/04/2024 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23025,T2C.22.15 (C),31/08/2023 00:00:00,This is same vessel dated 02-Sep-23, parcel 1& 2 from Trinidad and parcel 3 from Nigeria. Price is diff for Nigeria qty,2023-2024,N, 	(08-SEP-2025 14:41:37)
23025,T2C.22.15 (C),31/08/2023 00:00:00,This is same vessel dated 02-Sep-23, parcel 1& 2 from Trinidad and parcel 3 from Nigeria. Price is diff for Nigeria qty,2023-2024,N, 	(08-SEP-2025 14:41:37)
23025,995625,31/08/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23025,null,02/09/2023 00:00:00,Rounding off,2023-2024,N, 	(08-SEP-2025 14:41:37)
23040,SIS-24-01,18/01/2024 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23040,SIS-24-01,18/01/2024 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23040,SIS-24-01,18/01/2024 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23040,null,20/01/2024 00:00:00,rounding off,2023-2024,N, 	(08-SEP-2025 14:41:37)
23024,T2C.22.15-A-B,30/08/2023 00:00:00,Invoice qty is summed for two parcels of Trinidad qty (2565540+508550 mmbtu) with same price,2023-2024,N, 	(08-SEP-2025 14:41:37)
23024,T2C.22.15-A-B,30/08/2023 00:00:00,Invoice qty is summed for two parcels of Trinidad qty (2565540+508550 mmbtu) with same price,2023-2024,N, 	(08-SEP-2025 14:41:37)
23024,995623,30/08/2023 00:00:00,null,2023-2024,N, 	(08-SEP-2025 14:41:37)
23024,null,02/09/2023 00:00:00,Rounding off,2023-2024,N, 	(08-SEP-2025 14:41:37)
24006,97055393,10/05/2024 00:00:00,null,2024-2025,N, 	(08-SEP-2025 14:41:37)
24006,97055393,10/05/2024 00:00:00,null,2024-2025,N, 	(08-SEP-2025 14:41:37)
24006,1016311,14/05/2024 00:00:00,null,2024-2025,N, 	(08-SEP-2025 14:41:37)
24010,N1F.23.06,28/06/2024 00:00:00,null,2024-2025,N, 	(08-SEP-2025 14:41:37)
24010,N1F.23.06,28/06/2024 00:00:00,null,2024-2025,N, 	(08-SEP-2025 14:41:37)
24010,2049840382,02/07/2024 00:00:00,Rounding off,2024-2025,N, 	(08-SEP-2025 14:41:37)

TOTAL DATA EXTRACTED :,1003,,,  	(08-SEP-2025 14:41:38)
 
<<END>>,<<FMS_PUR_SG_INV_MST>>,,, 	(08-SEP-2025 14:41:38)
 
<<START>>,<<FMS_PUR_SG_INV_MST_PURCHASE>>, 	(08-SEP-2025 14:41:38)
 
COMPANY_CD,COUNTERPARTY_CD, PLANT_SEQ, FINANCIAL_YEAR,CONTRACT_TYPE,INVOICE_NO,TIMESTAMP
,BPCL,1,2023-2024,I,2001017703, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,T,59, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,T,68, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,D,72, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,D,75, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,D,73 and 74, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,T,76, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,T,79, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,T,82, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,T,88, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,T,87, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,T,99, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2023,T,98, 	(08-SEP-2025 14:41:38)
,AMNS,1,2022-2024,T,100, 	(08-SEP-2025 14:41:38)
,AMNS,1,2023-2024,T,02, 	(08-SEP-2025 14:41:38)
,AMNS,1,2023-2024,T,00000000000020, 	(08-SEP-2025 14:41:38)
,AMNS,1,2023-2024,T,37, 	(08-SEP-2025 14:41:38)
,AMNS,1,2023-2024,T,45, 	(08-SEP-2025 14:41:38)
,AMNS,1,2023-2024,T,47, 	(08-SEP-2025 14:41:38)
,AMNS,1,2023-2024,T,48, 	(08-SEP-2025 14:41:38)
,AMNS,1,2024-2025,T,26, 	(08-SEP-2025 14:41:38)
,AMNS,1,2024-2025,T,27, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0087/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0090/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0088/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0089/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0093/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0095/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0091/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0094/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0092/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0096/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2023,D,0097/22-23, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2022-2024,D,98, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0099, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0100/23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0102/23-2, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0104/23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0112/23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0114/23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,SEIPL0116-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0117/23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0120-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0124-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0128-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0133-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0134-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0138/23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0156-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0159-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2025,D,0167-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,001-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0147-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0153-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0141-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0144-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0162-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2023-2024,D,0139-23-24, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0002/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0007/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0012/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0013/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0020/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0027/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0036/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0048/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0054/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0058/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0063/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0069/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0087/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0094/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0100/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0112/24-25, 	(08-SEP-2025 14:41:39)
,SEMTPL,1,2024-2025,D,1SMH0116/24-25, 	(08-SEP-2025 14:41:39)
