

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(26-FEB-2025 10:39:58)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,SEQ_NO,ENTITY,TIMESTAMP
KSFL , 13 , 1 , C ,  	(26-FEB-2025 10:39:58)
DT , 87 , 1 , T ,  	(26-FEB-2025 10:39:58)
DT , 87 , 1 , H ,  	(26-FEB-2025 10:39:58)
DT , 87 , 1 , H ,  	(26-FEB-2025 10:39:58)
DT , 87 , 1 , V ,  	(26-FEB-2025 10:39:58)
SGSINDIA , 87 , 1 , S ,  	(26-FEB-2025 10:39:58)
SGSINDIA , 87 , 1 , S ,  	(26-FEB-2025 10:39:58)
SGSINDIA , 87 , 1 , S ,  	(26-FEB-2025 10:39:58)

TOTAL DATA EXTRACTED :,8 , , , 	(26-FEB-2025 10:39:58)
 
<<END>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(26-FEB-2025 10:39:58)
 
