
<<START>>,<<FMSPRODUCT_MST>>, 	(21-FEB-2025 17:19:41)
 
PROD_CD,PROD_ABBR,TIMESTAMP
1,LNG, 	(21-FEB-2025 17:19:41)
2,RLNG, 	(21-FEB-2025 17:19:41)
3,DOMG, 	(21-FEB-2025 17:19:41)
201,ImpLNG, 	(21-FEB-2025 17:19:41)
202,ITankPur, 	(21-FEB-2025 17:19:41)
203,TP(RLNG), 	(21-FEB-2025 17:19:41)
301,IGX(DOMG), 	(21-FEB-2025 17:19:41)
302,D6(DOMG), 	(21-FEB-2025 17:19:41)
303,CBM(DOMG), 	(21-FEB-2025 17:19:41)
304,ONGC Gas, 	(21-FEB-2025 17:19:41)
305,SEMTIPL(DOMG), 	(21-FEB-2025 17:19:41)
306,RIL(DOMG), 	(21-FEB-2025 17:19:41)
307,BP(DOMG), 	(21-FEB-2025 17:19:41)
308,HPCL(DOMG), 	(21-FEB-2025 17:19:41)
309,AMNS(DOMG), 	(21-FEB-2025 17:19:41)
310,D6(DOMG-CAP), 	(21-FEB-2025 17:19:41)
311,IGX(DOMG-CAP), 	(21-FEB-2025 17:19:41)
312,RLNG - IGS, 	(21-FEB-2025 17:19:41)
313,RLNG - Essar, 	(21-FEB-2025 17:19:41)

TOTAL DATA EXTRACTED :,19,  	(21-FEB-2025 17:19:42)
 
<<END>>,<<FMS_PRODUCT_MST>>, 	(21-FEB-2025 17:19:42)
 
<<START>>,<<FMSPRODUCT_MST>>, 	(21-FEB-2025 17:19:52)
 
PROD_CD,PROD_ABBR,TIMESTAMP
1,LNG, 	(21-FEB-2025 17:19:52)
2,RLNG, 	(21-FEB-2025 17:19:52)
3,DOMG, 	(21-FEB-2025 17:19:52)
201,ImpLNG, 	(21-FEB-2025 17:19:52)
202,ITankPur, 	(21-FEB-2025 17:19:52)
203,TP(RLNG), 	(21-FEB-2025 17:19:52)
301,IGX(DOMG), 	(21-FEB-2025 17:19:52)
302,D6(DOMG), 	(21-FEB-2025 17:19:52)
303,CBM(DOMG), 	(21-FEB-2025 17:19:52)
304,ONGC Gas, 	(21-FEB-2025 17:19:52)
305,SEMTIPL(DOMG), 	(21-FEB-2025 17:19:52)
306,RIL(DOMG), 	(21-FEB-2025 17:19:52)
307,BP(DOMG), 	(21-FEB-2025 17:19:52)
308,HPCL(DOMG), 	(21-FEB-2025 17:19:52)
309,AMNS(DOMG), 	(21-FEB-2025 17:19:52)
310,D6(DOMG-CAP), 	(21-FEB-2025 17:19:52)
311,IGX(DOMG-CAP), 	(21-FEB-2025 17:19:52)
312,RLNG - IGS, 	(21-FEB-2025 17:19:52)
313,RLNG - Essar, 	(21-FEB-2025 17:19:52)

TOTAL DATA EXTRACTED :,19,  	(21-FEB-2025 17:19:52)
 
<<END>>,<<FMS_PRODUCT_MST>>, 	(21-FEB-2025 17:19:52)
 
