

<<START>>,<<FMS_SUPPLY_CONT_MST>>,,, 	(04-JUN-2025 15:53:08)
GFCL,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
GFCL,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
GFCL,1,0,3,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,1,0,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,2,0,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,2,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,2,1,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,2,2,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,2,2,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,3,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,3,0,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,4,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,4,0,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,4,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,4,1,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,4,2,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,4,2,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,5,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,5,0,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,5,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,5,1,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,6,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,6,0,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,6,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,6,1,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,7,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,7,0,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,7,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,7,1,S,2, 	(04-JUN-2025 15:53:42)
CPL,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,4,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,4,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,4,2,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,5,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,5,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,6,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,6,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,3,0,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,2,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,2,2,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,7,1,S,1, 	(04-JUN-2025 15:53:42)
CPL,1,0,7,0,S,1, 	(04-JUN-2025 15:53:42)
IRM,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
IRM,0,102,1,0,X,1, 	(04-JUN-2025 15:53:42)
IRM,0,102,1,0,X,1, 	(04-JUN-2025 15:53:42)
IRM,0,102,2,0,X,1, 	(04-JUN-2025 15:53:42)
IRM,0,102,2,0,X,1, 	(04-JUN-2025 15:53:42)
IRM,0,102,3,0,X,1, 	(04-JUN-2025 15:53:42)
IRM,0,102,3,0,X,1, 	(04-JUN-2025 15:53:42)
IRM,0,102,1,1,X,1, 	(04-JUN-2025 15:53:42)
IRM,0,102,1,1,X,1, 	(04-JUN-2025 15:53:42)
PPL,1,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
PPL,1,0,1,1,L,2, 	(04-JUN-2025 15:53:42)
PPL,5,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
PPL,5,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
PPL,2,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
PPL,3,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
PPL,4,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
PPL,1,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
PPL,1,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
PPL,5,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
PPL,5,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
YARALTD,1,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
YARALTD,1,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
YARALTD,2,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
YARALTD,3,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
YARALTD,4,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
INPEROX,1,0,1,1,S,1, 	(04-JUN-2025 15:53:42)
INPEROX,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
INPEROX,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
INPEROX,1,0,3,0,S,1, 	(04-JUN-2025 15:53:42)
RAFECHL,3,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
RAFECHL,1,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
RAFECHL,2,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
RAFECHL,3,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,1,0,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,1,0,X,2, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,2,0,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,2,0,X,2, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,3,0,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,3,0,X,2, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,4,0,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,4,1,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,4,2,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,4,3,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,5,0,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,5,1,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,5,2,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,4,1,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,4,2,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,4,3,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,5,2,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,5,1,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,4,0,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,5,0,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,1,0,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,2,0,X,1, 	(04-JUN-2025 15:53:42)
MGRPL,0,111,3,0,X,1, 	(04-JUN-2025 15:53:42)
EFSPL,0,125,1,0,X,1, 	(04-JUN-2025 15:53:42)
EFSPL,0,125,2,0,X,1, 	(04-JUN-2025 15:53:42)
EFSPL,0,125,1,0,X,1, 	(04-JUN-2025 15:53:42)
EFSPL,0,125,2,0,X,1, 	(04-JUN-2025 15:53:42)
HINDURV,4,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HINDURV,4,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HINDURV,1,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HINDURV,2,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HINDURV,3,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,1,0,S,2, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,1,1,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,1,1,S,2, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,2,0,S,2, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,3,0,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,3,0,S,2, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,4,0,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,4,0,S,2, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,4,1,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,4,1,S,2, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,1,1,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,3,0,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,4,1,S,1, 	(04-JUN-2025 15:53:42)
GOAGLSF,1,0,4,0,S,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,1,1,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,1,1,X,2, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,2,1,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,2,1,X,2, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,3,1,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,3,1,X,2, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,5,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,6,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,5,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,5,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,1,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,1,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,1,1,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,1,1,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,2,1,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,2,1,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,4,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,4,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,3,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,3,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,2,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,2,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,3,1,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,3,1,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,6,0,X,1, 	(04-JUN-2025 15:53:42)
IGSPL,0,109,6,0,X,1, 	(04-JUN-2025 15:53:42)
PEFORCV,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
PEFORCV,1,0,1,0,S,2, 	(04-JUN-2025 15:53:42)
PEFORCV,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
PEFORCV,1,0,2,0,S,2, 	(04-JUN-2025 15:53:42)
PEFORCV,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
PEFORCV,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
BHEL,1,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
BHEL,1,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
DCMSHRI,2,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
DCMSHRI,3,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
DCMSHRI,2,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
DCMSHRI,3,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
DCMSHRI,1,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HINAGIL,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
HINAGIL,1,0,1,0,S,2, 	(04-JUN-2025 15:53:42)
HINAGIL,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,1,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,1,1,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,2,1,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,3,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,3,1,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,4,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,4,1,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,5,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,6,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,7,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,1,1,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,2,1,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,3,1,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,4,1,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,5,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,1,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,2,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,3,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,4,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,6,0,X,1, 	(04-JUN-2025 15:53:42)
HPOIGAS,0,138,7,0,X,1, 	(04-JUN-2025 15:53:42)
NEL,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
NEL,2,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,1,0,1,0,S,2, 	(04-JUN-2025 15:53:42)
TASTELI,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,1,0,2,0,S,2, 	(04-JUN-2025 15:53:42)
TASTELI,2,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,2,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,2,0,1,0,S,2, 	(04-JUN-2025 15:53:42)
TASTELI,2,0,1,1,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,2,0,1,1,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,2,0,1,1,S,2, 	(04-JUN-2025 15:53:42)
TASTELI,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,2,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,2,0,1,1,S,1, 	(04-JUN-2025 15:53:42)
TASTELI,0,114,1,0,X,1, 	(04-JUN-2025 15:53:42)
TASTELI,0,114,1,0,X,2, 	(04-JUN-2025 15:53:42)
TASTELI,0,114,1,0,X,1, 	(04-JUN-2025 15:53:42)
HMEL,2,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,4,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,4,0,1,1,L,2, 	(04-JUN-2025 15:53:42)
HMEL,6,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,6,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,6,0,1,1,L,2, 	(04-JUN-2025 15:53:42)
HMEL,6,0,1,2,L,2, 	(04-JUN-2025 15:53:42)
HMEL,6,0,1,3,L,2, 	(04-JUN-2025 15:53:42)
HMEL,7,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,7,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,7,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,8,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,8,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,8,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,8,0,1,3,L,1, 	(04-JUN-2025 15:53:42)
HMEL,9,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,9,0,1,1,L,2, 	(04-JUN-2025 15:53:42)
HMEL,9,0,1,2,L,2, 	(04-JUN-2025 15:53:42)
HMEL,9,0,1,3,L,2, 	(04-JUN-2025 15:53:42)
HMEL,10,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,10,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,11,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,11,0,1,1,L,2, 	(04-JUN-2025 15:53:42)
HMEL,11,0,1,2,L,2, 	(04-JUN-2025 15:53:42)
HMEL,11,0,1,3,L,2, 	(04-JUN-2025 15:53:42)
HMEL,12,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,12,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,12,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,12,0,1,3,L,1, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,0,L,3, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,1,L,3, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,2,L,3, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,3,L,3, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,4,L,3, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,5,L,3, 	(04-JUN-2025 15:53:42)
HMEL,14,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,14,0,1,1,L,2, 	(04-JUN-2025 15:53:42)
HMEL,14,0,1,2,L,2, 	(04-JUN-2025 15:53:42)
HMEL,15,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,15,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,16,0,1,0,L,3, 	(04-JUN-2025 15:53:42)
HMEL,17,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,17,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,17,0,1,1,L,2, 	(04-JUN-2025 15:53:42)
HMEL,17,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,17,0,1,2,L,2, 	(04-JUN-2025 15:53:42)
HMEL,18,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,19,0,1,0,L,3, 	(04-JUN-2025 15:53:42)
HMEL,19,0,1,1,L,3, 	(04-JUN-2025 15:53:42)
HMEL,20,0,1,0,L,3, 	(04-JUN-2025 15:53:42)
HMEL,21,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,21,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,22,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,23,0,1,0,L,3, 	(04-JUN-2025 15:53:42)
HMEL,24,0,1,0,L,3, 	(04-JUN-2025 15:53:42)
HMEL,25,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,25,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,26,0,1,0,L,3, 	(04-JUN-2025 15:53:42)
HMEL,27,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,27,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
HMEL,28,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,29,0,1,0,L,3, 	(04-JUN-2025 15:53:42)
HMEL,3,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,4,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,7,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,6,0,1,3,L,1, 	(04-JUN-2025 15:53:42)
HMEL,1,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,1,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,6,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,7,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,9,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,8,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,19,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,26,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,27,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,10,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,11,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,12,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,14,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,15,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,16,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,17,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,10,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,11,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,11,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,11,0,1,3,L,1, 	(04-JUN-2025 15:53:42)
HMEL,9,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,8,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,3,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,4,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,6,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,2,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,6,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,7,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,24,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,25,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,9,0,1,3,L,1, 	(04-JUN-2025 15:53:42)
HMEL,8,0,1,3,L,1, 	(04-JUN-2025 15:53:42)
HMEL,12,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,19,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,18,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,17,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,20,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,21,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,22,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,23,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
HMEL,8,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,9,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,14,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,12,0,1,3,L,1, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,5,L,1, 	(04-JUN-2025 15:53:42)
HMEL,15,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,17,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,12,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,3,L,1, 	(04-JUN-2025 15:53:42)
HMEL,14,0,1,2,L,1, 	(04-JUN-2025 15:53:42)
HMEL,13,0,1,4,L,1, 	(04-JUN-2025 15:53:42)
BOROREN,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
BOROREN,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
BOROREN,1,0,3,0,S,1, 	(04-JUN-2025 15:53:42)
BOROREN,1,0,1,0,S,1, 	(04-JUN-2025 15:53:42)
BOROREN,1,0,2,0,S,1, 	(04-JUN-2025 15:53:42)
BOROREN,1,0,3,0,S,1, 	(04-JUN-2025 15:53:42)
RATNAGI,1,0,1,0,L,2, 	(04-JUN-2025 15:53:42)
RATNAGI,1,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
IDOINVA,2,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
IDOINVA,2,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
IDOINVA,3,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
IDOINVA,1,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
IDOINVA,2,0,1,1,L,1, 	(04-JUN-2025 15:53:42)
IDOINVA,2,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
IDOINVA,3,0,1,0,L,1, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,1,0,X,1, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,1,0,X,2, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,2,0,X,1, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,2,0,X,2, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,2,1,X,1, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,2,1,X,2, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,3,0,X,1, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,3,0,X,2, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,1,0,X,1, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,3,0,X,1, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,2,0,X,1, 	(04-JUN-2025 15:53:42)
NESTLIN,0,144,2,1,X,1, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,1,0,X,1, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,1,0,X,2, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,2,0,X,1, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,2,0,X,2, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,3,0,X,1, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,3,0,X,2, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,4,0,X,1, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,4,0,X,2, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,1,0,X,1, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,2,0,X,1, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,3,0,X,1, 	(04-JUN-2025 15:53:42)
SOMANYL,0,119,4,0,X,1, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,1,0,X,1, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,1,0,X,2, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,2,0,X,1, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,2,0,X,2, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,3,0,X,1, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,3,0,X,2, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,4,0,X,1, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,5,0,X,1, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,6,0,X,1, 	(04-JUN-2025 15:53:42)
GAILGAS,0,127,7,0,X,1, 	(04-JUN-2025 15:53:42)
